"parcela","location","sizeplot","state","Name","plotID","year","owner","Alive.parcela","Dead.parcela","AGB","min.DBH","max.DBH","mean.DBH","sd.DBH","areaplot35","areaplot10","AGB10","ACD10","AGB35","ACD35","AGB.plot","ACD","min.height","max.height","mean.height","sd.height","min.WD","max.WD","mean.WD","sd.WD","No.trees","No.palms","No.families","No.genus","No.species","BA10","BA10.plot","BA35","BA35.plot","Basal.area.plot","WD10","WD35","WD.C1","WD.C2"
"JAM_A02 T06_P1 50x50 2013","JAM_A02","50x50","RO","Floresta Nacional do Jamari","T06_P1",2013,"PaiSus",19,2,44.0332943283143,14.5,73.8,41.5473684210526,18.1577154834783,0.25,0.025,32.584331364138,15.6404790547862,172.518117647161,82.8086964706373,205.102449011299,98.4491755254235,14.42324,36.23497,25.7433025459841,6.68015047313283,0.2547611,0.918,0.686484039849624,0.157412314261752,"19","0",9,15,16,1328.82300663378,53152.9202653511,29091.3286138191,116365.314455276,16.9518234720627,0.522049753923165,0.731081781206947,0.626565767565056,0.665539199918094
"JAM_A02 T06_P2 50x50 2013","JAM_A02","50x50","RO","Floresta Nacional do Jamari","T06_P2",2013,"PaiSus",13,0,24.8832948744193,13.1,73,40.6461538461538,22.4445841791368,0.25,0.025,26.8502018487881,12.8880968874183,96.5694439784371,46.3533331096498,123.419645827225,59.2414299970681,13.57135,36.02437,25.1469376923077,8.35562221180461,0.2547611,0.8520833,0.569972507692308,0.164842265918986,"12","1",10,11,12,1096.39227415794,43855.6909663174,20519.7600938749,82079.0403754995,12.5934731341817,0.520516613581954,0.562707259374537,0.541611936478245,0.548014728538649
"JAM_A02 T06_P3 50x50 2013","JAM_A02","50x50","RO","Floresta Nacional do Jamari","T06_P3",2013,"PaiSus",17,2,43.0060646970767,11.4,110,43.5529411764706,23.7283879995845,0.25,0.025,85.6595093448341,41.1165644855204,162.12661554572,77.8207754619456,247.786124890554,118.937339947466,12.47805,44.715111385982,26.1331424344695,8.02577045303616,0.45,0.92275,0.667021929411765,0.113731334182014,"17","0",7,12,12,2358.00090596816,94320.0362387264,30043.741696663,120174.966786652,21.4495003025378,0.663437825807547,0.616347399136274,0.639892612471911,0.637054505071073
"JAM_A02 T06_P4 50x50 2013","JAM_A02","50x50","RO","Floresta Nacional do Jamari","T06_P4",2013,"PaiSus",12,2,42.9339808495562,15,91.5,51.7416666666667,21.8075657569208,0.25,0.025,12.9647261057938,6.22306853078102,169.152461160986,81.1931813572735,182.11718726678,87.4162498880545,14.71811,40.6118,28.909635,7.56406386368706,0.326,0.7994,0.620049191666667,0.145665989896603,"11","1",8,11,11,732.430911257924,29297.236450317,28608.21449555,114432.8579822,14.3730094432517,0.37123837608304,0.66344622790866,0.51734230199585,0.603884014710548
"JAM_A03 T08_P1 50x50 2013","JAM_A03","50x50","RO","Floresta Nacional do Jamari","T08_P1",2013,"PaiSus",23,1,28.9801336335688,11.1,106.2,28.2695652173913,22.8700565405075,0.25,0.025,106.500613555799,51.1202945067837,103.781604401408,49.8151701126756,210.282217957207,100.935464619459,12.27754,43.90536,19.8811732446559,8.19552521662932,0.2547611,0.7633333,0.557592110144928,0.133386840746945,"21","2",14,21,21,3842.64690821999,153705.8763288,19631.1291958805,78524.5167835218,23.2230393112321,0.571995282625429,0.556757135585012,0.56437620910522,0.566842778179354
"JAM_A03 T08_P2 50x50 2013","JAM_A03","50x50","RO","Floresta Nacional do Jamari","T08_P2",2013,"PaiSus",28,2,33.6988803536152,11.5,66,31.8107142857143,16.5870842053045,0.25,0.025,201.148158420017,96.5511160416081,114.825807804744,55.1163877462773,315.973966224761,151.667503787885,12.54436,34.12621,21.9309967857143,6.73505550763018,0.457,0.918,0.710641764285714,0.120572121286674,"28","0",12,17,17,5440.43736989086,217617.494795634,22647.2466388859,90588.9865555435,30.8206481351178,0.704060227535087,0.647032070080738,0.675546148807913,0.687298338017803
"JAM_A03 T08_P3 50x50 2013","JAM_A03","50x50","RO","Floresta Nacional do Jamari","T08_P3",2013,"PaiSus",19,1,31.8114089087158,11.5,103.8,36.7263157894737,25.2162390821925,0.25,0.025,91.8483549445479,44.087210373383,116.918919615994,56.1210814156772,208.767274560542,100.20829178906,12.54436,43.38564,23.2055178947368,8.85206704589297,0.326,0.893,0.612027678947368,0.166379807134418,"18","1",13,14,16,3045.08292727152,121803.317090861,26072.0460162152,104288.184064861,22.6091501155721,0.609148370625619,0.494465882678043,0.551807126651831,0.556249308294853
"JAM_A03 T08_P4 50x50 2013","JAM_A03","50x50","RO","Floresta Nacional do Jamari","T08_P4",2013,"PaiSus",21,2,58.6046381190051,10.5,104.2,36.9857142857143,28.4514548962665,0.25,0.025,104.753353141826,50.2816095080765,220.932524367114,106.047611696215,325.68587750894,156.329221204291,11.86897,43.47271,22.9632385714286,10.1376333425491,0.436,0.9054,0.673832185714286,0.148672117780454,"21","0",8,15,18,3057.30372269398,122292.148907759,32220.0407375291,128880.162950117,25.1172311857876,0.673292897336283,0.718656865741668,0.695974881538975,0.696569808700056
"PAR_A01 P01 50x50 2018","PAR_A01","50x50","PA","Paragominas","P01",2018,"PaiSus",63,0,12.1761356924149,10.2,36.7,16.9714285714286,6.45056708113347,0.25,0.1,111.924826341607,53.7239166439714,4.14242073849229,1.9883619544763,116.067247080099,55.7122785984477,11.66071,24.7076,15.7407873015873,3.30668765499809,0.399,0.88,0.585420195238095,0.0652282359207502,"63","0",8,10,10,15220.0503669016,152200.503669016,1057.84493229839,4231.37972919356,15.6431883398209,0.588903068825421,0.5861111,0.58750708441271,0.588827547901963
"PAR_A01 P02 50x50 2018","PAR_A01","50x50","PA","Paragominas","P02",2018,"PaiSus",53,0,10.8019095383807,10.2,56,17.996,9.26705730102108,0.25,0.1,80.2379013113969,38.5141926294705,11.2437472235515,5.39699866730471,91.4816485349484,43.9111912967752,11.66071,22.33667,15.4461593826408,3.08304829697715,0.41,0.758,0.604522523714286,0.0836039070199925,"50","0",9,10,11,11476.7013484799,114767.013484799,4546.08091928528,18184.3236771411,13.295133716194,0.577220376345975,0.5861111,0.581665738172988,0.578436398689939
"PAR_A01 P03 50x50 2018","PAR_A01","50x50","PA","Paragominas","P03",2018,"PaiSus",35,4,13.5437203519184,10.2,64.5,19.4114285714286,12.9224331033643,0.25,0.1,44.6103402014924,21.4129632967164,36.3751136761583,17.460054564556,80.9854538776507,38.8730178612723,5.75,25.89,15.1482331428571,4.00872026273882,0.2547611,0.99,0.63572742,0.166851641148894,"35","0",13,20,24,6622.96426062859,66229.6426062859,8194.16899446845,32776.6759778738,9.90063185841597,0.630299148049361,0.695023217363133,0.662661182706247,0.651726465802456
"PAR_A01 P04 50x50 2018","PAR_A01","50x50","PA","Paragominas","P04",2018,"PaiSus",23,2,16.6612913466889,10.6,90,20.5086956521739,18.5509596184887,0.25,0.1,19.308133898867,9.26790427145616,58.9383849897139,28.2904247950627,78.2465188885809,37.5583290665188,10.45,33.68,15.9682243478261,6.13573786156291,0.266,0.9,0.583277369565217,0.137033182293913,"23","0",8,11,15,3271.1440806422,32711.440806422,10273.0393931652,41092.1575726606,7.38035983790827,0.570372481657883,0.694374433342406,0.632373457500144,0.639413935595744
"PAR_A01 P05 50x50 2018","PAR_A01","50x50","PA","Paragominas","P05",2018,"PaiSus",45,2,18.9208544872944,10,70.5,19.0466666666667,11.5086647199562,0.25,0.1,64.2744852199029,30.8517529055534,49.9316826446189,23.9672076694171,114.206167864522,54.8189605749705,7.77,35.35812,16.1657208888889,5.19763127053207,0.266,0.9,0.574188382222222,0.148833556688335,"45","0",15,21,29,9497.08171569175,94970.8171569175,7901.584616658,31606.338466632,12.6577155623549,0.553685447669049,0.774678935730637,0.664182191699843,0.608867561283369
"PAR_A01 P06 50x50 2018","PAR_A01","50x50","PA","Paragominas","P06",2018,"PaiSus",14,3,18.4230962142776,11.5,61,31.2214285714286,14.812374170653,0.25,0.1,16.7054696138545,8.01862541465015,67.2546240782299,32.2822195575504,83.9600936920844,40.3008449722005,9.45,32.02,21.235035,6.91012325248839,0.4535,0.9423333,0.724866664285714,0.127539625850367,"14","0",9,12,14,1996.12870218278,19961.2870218278,10962.2891133995,43849.156453598,6.38104434754258,0.695721052559265,0.822078585460845,0.758899819010055,0.782551215891789
"PAR_A01 P07 50x50 2018","PAR_A01","50x50","PA","Paragominas","P07",2018,"PaiSus",35,8,8.12196245732903,10.2,40.3,17.1457142857143,7.99876250933057,0.25,0.1,40.8405955459555,19.6034858620586,16.2860885949648,7.81732252558312,57.1266841409203,27.4208083876418,11.66071,26.03647,15.6456448571429,3.92321467288616,0.266,0.9423333,0.578009928571429,0.121339354658554,"35","0",11,13,14,6393.78507654921,63937.8507654921,3395.78676917338,13583.1470766935,7.75209978421857,0.552593945944143,0.707598964936338,0.630096455440241,0.579753761080719
"PAR_A01 P08 50x50 2018","PAR_A01","50x50","PA","Paragominas","P08",2018,"PaiSus",31,2,11.2259401980234,10.5,46.2,21.1903225806452,10.9181303295241,0.25,0.1,47.1036846610697,22.6097686373135,26.2445463678002,12.5973822565441,73.3482310288699,35.2071508938576,7.8,28.08905,16.9269790322581,5.40953636462335,0.265,0.99,0.537219016129032,0.157895416041944,"31","0",13,17,19,6806.0327185349,68060.327185349,6935.36423410156,27741.4569364062,9.58017841217552,0.560824762562444,0.525831242654337,0.54332800260839,0.550691639943869
"PAR_A01 P09 50x50 2018","PAR_A01","50x50","PA","Paragominas","P09",2018,"PaiSus",43,4,34.4593289557921,10.1,95,22.2906976744186,17.5552300435686,0.25,0.1,73.2934402392641,35.1808513148468,108.715778227922,52.1835735494024,182.009218467186,87.3644248642491,11.59068,35.19,17.1425337209302,5.77610161081438,0.462,0.9054,0.748707258139535,0.1347195030791,"43","0",12,17,22,7843.03318357672,78430.3318357672,19103.5458335999,76414.1833343994,15.4844515170167,0.772835526743681,0.772492873716328,0.772664200230004,0.772666430981887
"PAR_A01 P10 50x50 2018","PAR_A01","50x50","PA","Paragominas","P10",2018,"PaiSus",30,1,13.7627125223258,10.4,48,21.6133333333333,10.0366134325978,0.25,0.1,62.1756080643591,29.8442918708924,30.4416345273806,14.6119845731427,92.6172425917397,44.4562764440351,11.16,28.68798,17.7443669712516,4.81320018005711,0.2547611,0.918,0.566199970952381,0.165945256030564,"30","0",13,19,23,8111.74931120153,81117.4931120152,5189.25132927308,20757.0053170923,10.1874498429108,0.564308741042776,0.829411390223333,0.696860065633055,0.618323604266327
"PAR_A01 P11 50x50 2018","PAR_A01","50x50","PA","Paragominas","P11",2018,"PaiSus",30,3,13.1220086923809,10.7,60,21.2,13.8796551681303,0.25,0.1,34.0972196618069,16.3666654376673,38.967588110644,18.7044422931091,73.0648077724508,35.0711077307764,12.00631,27.27,16.7419726666667,4.86406599866744,0.2547611,0.8676923,0.564811996666667,0.174682692619996,"30","0",13,18,20,5614.63082855078,56146.3082855078,9362.83360762222,37451.3344304889,9.35976427159967,0.508427898278865,0.626980854352314,0.567704376315589,0.55586463147846
"PAR_A01 P12 50x50 2018","PAR_A01","50x50","PA","Paragominas","P12",2018,"PaiSus",44,1,18.3451077234022,10.3,57.5,19.9727272727273,11.0296084316919,0.25,0.1,72.1337170160658,34.6241841677116,44.7525188760956,21.4812090605259,116.886235892161,56.1053932282375,11.73043,28.73,16.8966608099379,4.60944190915798,0.3883333,0.9213636,0.576570807467532,0.158089452258973,"44","0",10,16,21,9786.06896991384,97860.6896991384,8107.7202186233,32430.8808744932,13.0291570573632,0.581384253575169,0.770610600300492,0.675997426937831,0.628484592315014
"PAR_A01 P14 50x50 2018","PAR_A01","50x50","PA","Paragominas","P14",2018,"PaiSus",39,1,12.5080331773692,10.4,48,19.1897435897436,8.61937214931071,0.25,0.1,68.4774026490055,32.8691532715227,22.8236139636803,10.9553347025665,91.3010166126858,43.8244879740892,10.91,28.68798,17.0061612820513,4.06543009061007,0.3876667,0.9,0.607932702564103,0.117728796439934,"36","3",13,15,20,9450.7432240513,94507.432240513,4046.13571837463,16184.5428734985,11.0691975114012,0.60538063889551,0.794325546082458,0.699853092488984,0.633006733270885
"PAR_A01 P15 50x50 2018","PAR_A01","50x50","PA","Paragominas","P15",2018,"PaiSus",26,3,12.8372341038441,10.8,54.2,20.8269230769231,11.7476315125155,0.25,0.1,47.5174671164496,22.8083842158958,32.5093181059699,15.6044726908655,80.0267852224195,38.4128569067614,7.97,34.11,17.6082230769231,5.74305163319556,0.266,0.8520833,0.668117907692308,0.13200707791669,"26","0",11,15,19,5390.55673253348,53905.5673253348,6176.74814807596,24706.9925923039,7.86125599176387,0.699427777994076,0.667256751014689,0.683342264504382,0.6893168068452
"PAR_A01 P16 50x50 2018","PAR_A01","50x50","PA","Paragominas","P16",2018,"PaiSus",29,6,24.6837417705374,10,78,26.6931034482759,16.5894745252715,0.25,0.1,46.2843970771667,22.21651059704,80.4691589527538,38.6251962973218,126.753556029921,60.8417068943619,9.95,33.04,19.0365624137931,6.43279724359898,0.2547611,0.8520833,0.577111365517241,0.140515358515121,"29","0",14,17,21,6426.00996319341,64260.0996319341,15854.9740961737,63419.8963846948,12.7679996016629,0.546727511277645,0.672512982339287,0.609620246808466,0.609206378682923
"PAR_A01 P17 50x50 2018","PAR_A01","50x50","PA","Paragominas","P17",2018,"PaiSus",38,0,16.0731483435638,10,69.5,20.9263157894737,13.3784757385425,0.25,0.1,48.5190446162067,23.2891414157792,44.94089141186,21.5716278776928,93.4599360280667,44.860769293472,10.51,27.85288,16.895795,4.41015930045662,0.3876667,0.9423333,0.580106176315789,0.151381356890698,"32","6",15,18,26,7245.47869891904,72454.7869891904,11025.2387761958,44100.9551047832,11.6555742093974,0.56871940247712,0.611747243951497,0.590233323214308,0.584999757876404
"PAR_A01 P18 50x50 2018","PAR_A01","50x50","PA","Paragominas","P18",2018,"PaiSus",20,1,6.97949585089393,11,88.5,23.315,18.7130766268432,0.25,0.1,23.542665180923,11.300479286843,18.5643594674575,8.91089254437958,42.1070246483804,20.2113718312226,7.38,24.78312,15.8341125,3.71241348309025,0.2547611,0.758,0.499946365,0.143902781519762,"20","0",9,9,10,4045.09113881732,40450.9113881732,9719.16090037401,38876.643601496,7.93275549896692,0.492436296597526,0.410017542073339,0.451226919335433,0.45204472589888
"PAR_A01 P19 50x50 2018","PAR_A01","50x50","PA","Paragominas","P19",2018,"PaiSus",34,1,24.189082084206,10.5,64,24.4558823529412,16.4636641449177,0.25,0.1,39.7243608105726,19.0676931890748,81.0461840531248,38.9021683454999,120.770544863697,57.9698615345747,11.86897,32.12,17.8666247058824,6.29958898012245,0.26,0.9423333,0.646671388235294,0.181314880316971,"34","0",13,16,26,5434.29555625309,54342.9555625309,17561.9977344099,70247.9909376395,12.459094650017,0.616881206979893,0.641673247880896,0.629277227430395,0.630859679039553
"PAR_A01 P20 50x50 2018","PAR_A01","50x50","PA","Paragominas","P20",2018,"PaiSus",33,1,14.1130007761643,10,66.2,21.1,13.3537447931283,0.25,0.1,41.1698620378051,19.7615337781465,40.1442660242307,19.2692476916307,81.3141280620358,39.0307814697772,11.52033,29.24301,17.0042648484848,4.99034261940571,0.3506667,0.9423333,0.648394554545455,0.161225881234993,"33","0",17,18,22,5548.60240495395,55486.0240495395,10472.145681568,41888.5827262722,9.73746067758117,0.647798909000665,0.561218514034522,0.604508711517594,0.61055377747102
"PAR_A01 P21 50x50 2018","PAR_A01","50x50","PA","Paragominas","P21",2018,"PaiSus",35,6,2.2273923517211,10.2,24.5,13.1857142857143,3.24727422863644,0.25,0.1,22.2293891381158,10.6701067862956,0,0,22.2293891381158,10.6701067862956,7.73,18.53908,13.0889385714286,1.85704141197314,0.266,0.6,0.4542795,0.124260712268875,"35","0",6,7,8,5060.89370742904,50608.9370742904,NA,NA,NA,0.443226599432006,NA,0.443226599432006,0.443226599432006
"PAR_A01 P22 50x50 2018","PAR_A01","50x50","PA","Paragominas","P22",2018,"PaiSus",63,5,4.16780376260982,10.1,33.7,13.247619047619,3.76652732773825,0.25,0.1,41.6327954385604,19.983741810509,0,0,41.6327954385604,19.983741810509,7.9,23.54874,13.6614068253968,2.2823413538597,0.266,0.6797143,0.431202863492063,0.104154008225244,"63","0",9,11,15,9374.54389423848,93745.4389423848,NA,NA,NA,0.413635546723369,NA,0.413635546723369,0.413635546723369
"PAR_A01 P23 50x50 2018","PAR_A01","50x50","PA","Paragominas","P23",2018,"PaiSus",41,2,3.76939061250266,10.2,29.7,14.4365853658537,4.47849059938507,0.25,0.1,37.7551061947327,18.1224509734717,0,0,37.7551061947327,18.1224509734717,11.66071,21.91957,14.3959446341463,2.52343927592987,0.2547611,0.893,0.456898046341463,0.129378408274677,"41","0",10,11,14,7341.34439874333,73413.4439874333,NA,NA,NA,0.451957781503409,NA,0.451957781503409,0.451957781503409
"PAR_A01 P24 50x50 2018","PAR_A01","50x50","PA","Paragominas","P24",2018,"PaiSus",23,4,3.57176599145921,10,40,16.7173913043478,7.28595486809525,0.25,0.1,17.7768793666025,8.53290209596921,7.22879266485955,3.46982047913259,25.0056720314621,12.0027225751018,10.48,25.9281,14.9873460869565,3.80375421496942,0.266,0.6448571,0.466653073913043,0.101129129778522,"23","0",8,9,16,3702.42192012701,37024.2192012701,2263.23476357262,9052.93905429049,4.60771582555606,0.457581155197101,0.4666531,0.462117127598551,0.459363551649353
"PAR_A01 P25 50x50 2018","PAR_A01","50x50","PA","Paragominas","P25",2018,"PaiSus",35,1,2.78383417770157,10,23,13.5857142857143,2.7341137780386,0.25,0.1,27.8253300547477,13.3561584262789,0,0,27.8253300547477,13.3561584262789,10.38,18.92398,13.6591828571429,1.73830258006883,0.2547611,0.88,0.512240531428571,0.120334103536237,"35","0",13,14,17,5273.29678673824,52732.9678673824,NA,NA,NA,0.51170570846821,NA,0.51170570846821,0.51170570846821
"PAR_A01 P26 50x50 2018","PAR_A01","50x50","PA","Paragominas","P26",2018,"PaiSus",33,1,27.9878623881357,10.1,115,22.8212121212121,18.4439989829985,0.25,0.1,100.197576034282,48.0948364964552,72.1145608801405,34.6149892224675,172.312136914422,82.7098257189227,10.69,36.84,17.4039254545455,5.42874362190167,0.266,0.918,0.642222575757576,0.162993664635389,"33","0",10,10,21,10466.5693546079,104665.693546079,11581.4813174588,46325.9252698351,15.0991618815914,0.706148711212889,0.6878412,0.696994955606444,0.70053176106045
"PAR_A01 P27 50x50 2018","PAR_A01","50x50","PA","Paragominas","P27",2018,"PaiSus",58,6,54.3187937434243,10.2,109,25.1413793103448,21.0732309988476,0.25,0.1,37.0206889458167,17.769930693992,200.371731515928,96.1784311276454,237.392420461745,113.948361821637,11.52,44.50354,18.3972468965517,7.88156635136946,0.2547611,0.9,0.507022172413793,0.164348353476476,"58","0",15,20,29,7287.90590770577,72879.0590770577,41386.1870830917,165544.748332367,23.8423807409425,0.466675629396126,0.554244773980127,0.510460201688126,0.527477493770958
"PAR_A01 P28 50x50 2018","PAR_A01","50x50","PA","Paragominas","P28",2018,"PaiSus",24,1,30.0716092625496,10.1,121,24.4833333333333,23.7211823641576,0.25,0.1,25.6678845584743,12.3205845880676,107.687070152164,51.6897936730386,133.354954710638,64.0103782611062,11.59068,46.975,18.547225,8.18001852641731,0.3883333,0.825,0.541434920833333,0.131432665159719,"24","0",8,9,11,4378.70471668365,43787.0471668365,17084.9547439439,68339.8189757756,11.2126866142612,0.496285389057674,0.611512418715557,0.553898903886615,0.566514716058756
"PAR_A01 P29 50x50 2018","PAR_A01","50x50","PA","Paragominas","P29",2018,"PaiSus",41,0,7.43791751382069,10.2,41.3,16.6878048780488,7.48388920020704,0.25,0.1,41.8363709892057,20.0814580748187,13.1268143717031,6.30087089841749,54.9631853609088,26.3823289732362,11.66071,26.39473,15.3619109756098,3.63387207432706,0.2547611,0.729,0.512946009756098,0.0971913646806078,"41","0",12,16,17,7067.17760786455,70671.7760786455,3659.90046356067,14639.6018542427,8.53113779328882,0.527305236856553,0.513697352361945,0.520501294609249,0.524970096856396
"PAR_A01 P30 50x50 2018","PAR_A01","50x50","PA","Paragominas","P30",2018,"PaiSus",12,3,0.668899125225405,10.2,18,12.7416666666667,2.42391806542193,0.25,0.1,6.66987419894342,3.20153961549284,0,0,6.66987419894342,3.20153961549284,11.66071,16.39793,13.3747508333333,1.50087767930791,0.2547611,0.748,0.452516341666667,0.15248160890404,"12","0",5,8,8,1580.87298523129,15808.7298523129,NA,NA,NA,0.427083750363419,NA,0.427083750363419,0.427083750363419
"PAR_A01 P31 50x50 2018","PAR_A01","50x50","PA","Paragominas","P31",2018,"PaiSus",36,1,9.9696937180154,10.2,40.8,18.225,8.83238764030267,0.25,0.1,64.7418797931323,31.0761023007035,14.1848600698496,6.80873283352783,78.926739862982,37.8848351342314,10.33,26.21616,15.8407144444444,4.46889697038315,0.2547611,0.9213636,0.607148386111111,0.160263677228869,"36","0",14,19,22,8111.91424481584,81119.1424481584,3423.86475351484,13695.4590140593,9.48146014622177,0.634751586197682,0.611599862480158,0.62317572433892,0.631407444278734
"PAR_A01 P32 50x50 2018","PAR_A01","50x50","PA","Paragominas","P32",2018,"PaiSus",33,3,15.4857088093933,10.4,80,19.68125,13.2571937258181,0.25,0.1,55.544198360016,26.6612152128077,39.8589620161141,19.1323017677348,95.4031603761301,45.7935169805424,11.79985,35.63,16.86467625,5.27076842974946,0.266,0.9,0.535694015625,0.164315048028475,"32","0",12,15,19,7602.34006242194,76023.4006242194,6411.99060597677,25647.9624239071,10.1671363048126,0.559839037515703,0.722439980401764,0.641139508958734,0.600857302130288
"PAR_A01 P33 50x50 2018","PAR_A01","50x50","PA","Paragominas","P33",2018,"PaiSus",47,2,10.8436018198417,10.1,65.8,15.431914893617,9.51957037720256,0.25,0.1,28.5405958374694,13.6994860019853,32.0209760670912,15.3700685122038,60.5615719045606,29.0695545141891,9.69,33.89,14.1805474468085,4.22583449126219,0.339835,0.9423333,0.489545627659574,0.127993114346103,"47","0",11,13,13,6365.25941525462,63652.5941525462,5699.54807797731,22798.1923119092,8.64507864644554,0.451600777214634,0.72024671067427,0.585923743944452,0.522446190024653
"PAR_A01 P34 50x50 2018","PAR_A01","50x50","PA","Paragominas","P34",2018,"PaiSus",36,3,3.35952985807658,10.2,36.1,14.3611111111111,4.67798966454473,0.25,0.1,27.9264533858592,13.4046976252124,2.26552647008675,1.08745270564164,30.1919798559459,14.4921503308541,7.9,19.16123,13.5839952777778,2.04847782061215,0.339835,0.748,0.500745716666667,0.100311430766604,"36","0",9,11,12,5409.35916456522,54093.5916456522,1023.53874052119,4094.15496208475,5.81877466077369,0.499475420227923,0.5861111,0.542793260113962,0.505571203600041
"PAR_A01 P35 50x50 2018","PAR_A01","50x50","PA","Paragominas","P35",2018,"PaiSus",49,0,5.93942354069551,10.2,41.5,14.8959183673469,6.23848803743321,0.25,0.1,39.6391736936864,19.0268033729695,7.95633957946022,3.81904299814091,47.5955132731466,22.8458463711104,9.05,26.46585,14.2899930612245,3.24756321135761,0.339835,0.8,0.478952197959184,0.12531437189383,"49","0",8,11,11,7613.19426504009,76131.9426504009,2393.27313748634,9573.09254994535,8.57050352003463,0.479541267936497,0.4789522,0.479246733968249,0.479475470146891
"PAR_A01 P36 50x50 2018","PAR_A01","50x50","PA","Paragominas","P36",2018,"PaiSus",27,0,10.6103172449507,10.3,48.5,19.6807692307692,11.9525735883372,0.25,0.1,38.9720640166322,18.7065907279834,26.9770713864911,12.9489942655157,65.9491354031233,31.6555849934992,11.73043,28.85227,16.6134776923077,5.86255678468929,0.2547611,0.9423333,0.562106711538461,0.184992306964516,"26","0",11,15,18,4871.52635625228,48715.2635625228,5843.07173835656,23372.2869534262,7.2087550515949,0.588901497473809,0.635984431349409,0.612442964411609,0.604166766348582
"PAR_A01 P37 50x50 2018","PAR_A01","50x50","PA","Paragominas","P37",2018,"PaiSus",17,0,6.92449919291055,10,57.1,21.2176470588235,14.6890790765673,0.25,0.1,22.001847015243,10.5608865673166,18.9624002938341,9.10195214104036,40.9642473090771,19.662838708357,7.5,24.7,15.4037847058824,4.96549287241599,0.399,0.7994,0.558743417647059,0.103073875308115,"17","0",4,6,9,2976.66689325796,29766.6689325796,5745.58026433403,22982.3210573361,5.27489899899158,0.604841452116749,0.570768096548288,0.587804774332518,0.589995958443319
"PAR_A01 P38 50x50 2018","PAR_A01","50x50","PA","Paragominas","P38",2018,"PaiSus",43,3,9.86960088857463,10.8,43,17.9976744186046,8.07711312089062,0.25,0.1,57.2569723070178,27.4833467073685,16.7577324662759,8.04371158381242,74.0147047732937,35.527058291181,10.43,26.99372,15.7984241860465,4.08205249907459,0.2547611,0.8963846,0.509534025581395,0.156985749065071,"43","0",13,18,25,9265.48350526911,92654.8350526911,3825.90221937636,15303.6088775054,10.7958443930196,0.50997528827491,0.62560343431822,0.567789361296565,0.526366112909452
"PAR_A01 P39 50x50 2018","PAR_A01","50x50","PA","Paragominas","P39",2018,"PaiSus",53,3,6.63226140214881,10,44.7,14.7622641509434,6.10552166280952,0.25,0.1,35.3538003182272,16.9698241527491,12.4353731092516,5.96897909244075,47.7891734274788,22.9388032451898,7.26,27.58066,14.2092086792453,3.25250016400995,0.266,0.8774,0.459940879245283,0.110610797188293,"53","0",10,15,19,7878.39966287451,78783.9966287451,2715.3806322589,10861.5225290356,8.96455191577807,0.440540647149014,0.651314318852988,0.545927483001001,0.4660781531532
"PAR_A01 P40 50x50 2018","PAR_A01","50x50","PA","Paragominas","P40",2018,"PaiSus",40,3,22.767290624595,10.1,55,22.5825,12.8254931928962,0.25,0.1,56.6166380050474,27.1759862424227,68.804043671691,33.0259409624117,125.420681676738,60.2019272048344,11.59068,28.68798,18.3127635,5.5460355352517,0.339835,0.9295,0.6366776525,0.162746170534379,"40","0",10,14,24,7314.3345559041,73143.345559041,13745.3396514167,54981.3586056669,12.8124704164708,0.610494531080222,0.724042837207983,0.667268684144102,0.659220810520063
"SAN_A01 P01 50x50 2014","SAN_A01","50x50","PA","Santarem-III","P01",2014,"PaiSus",23,1,12.2563471138164,10.2,55.2,23.5739130434783,14.2610791823985,0.25,0.025,88.8851626000595,42.6648780480285,40.1270607802477,19.2609891745189,129.012223380307,61.9258672225475,5.67,28.77,16.8247434782609,6.32535734049836,0.266,0.9295,0.575369143478261,0.224833783766287,"23","0",8,10,12,4028.76271100028,161150.508440011,9524.14653640242,38096.5861456097,19.9247094585621,0.478217114294543,0.62300805955674,0.550612586925641,0.505901536648391
"SAN_A01 P02 50x50 2014","SAN_A01","50x50","PA","Santarem-III","P02",2014,"PaiSus",18,2,17.3215581680777,11.1,63,30.2333333333333,14.9823032863678,0.25,0.025,53.6988952005515,25.7754696962647,63.916343738441,30.6798449944517,117.615238938992,56.4553146907164,6.98,44.77,22.6877777777778,7.55039582566259,0.266,0.8520833,0.5205483,0.234724383432865,"18","0",5,7,8,2409.82147678912,96392.8590715649,13509.3824811872,54037.5299247489,15.0430388996314,0.424155705569244,0.606450685856257,0.51530319571275,0.489639618215593
"SAN_A01 P03 50x50 2014","SAN_A01","50x50","PA","Santarem-III","P03",2014,"PaiSus",28,1,27.94266058277,11.2,61.3,30.6142857142857,13.7821332081502,0.25,0.025,173.852845040678,83.4493656195254,94.3853590460621,45.3049723421098,268.23820408674,128.754337961635,8.39,38.2,24.4235714285714,6.52681205960273,0.266,0.9295,0.546003635714286,0.221317375531439,"28","0",15,17,18,5700.81256902038,228032.502760815,18938.0231706638,75752.0926826554,30.3784595443471,0.471341748179789,0.641417635539908,0.556379691859848,0.51375207633873
